ImageId,EncodedPixels
0114f484a16c152baa2d82fdd43740880a762c93f436c8988ac461c5c9dbe7d5,45361 6 45616 9 45871 10 46126 11 46382 11 46638 10 46895 7 47153 2
0114f484a16c152baa2d82fdd43740880a762c93f436c8988ac461c5c9dbe7d5,11661 3 11916 5 12170 7 12425 8 12681 7 12936 7 13192 7 13448 6 13704 5
0114f484a16c152baa2d82fdd43740880a762c93f436c8988ac461c5c9dbe7d5,51609 4 51863 6 52119 6 52374 7 52629 7 52885 7 53140 7 53396 6 53651 6 53907 5 54164 2
0114f484a16c152baa2d82fdd43740880a762c93f436c8988ac461c5c9dbe7d5,39077 2 39331 5 39586 6 39841 7 40096 8 40352 8 40607 8 40864 7 41120 7 41376 6 41633 4
0999dab07b11bc85fb8464fc36c947fbd8b5d6ec49817361cb780659ca805eac,24578 2 24834 2 25090 3 25346 3 25602 3 25858 4 26113 5 26369 5 26626 5 26882 5 27138 5 27394 5 27650 5 27906 6 28162 7 28418 8 28674 10 28930 12 29186 12 29442 12 29698 12 29954 13 30210 13 30466 13 30722 13 30978 13 31234 13 31490 13 31746 13 32002 13 32258 14 32514 14 32770 14 33026 14 33282 14 33538 14 33794 15 34050 15 34306 15 34562 16 34818 16 35074 17 35330 17 35586 18 35843 17 36099 18 36355 18 36611 19 36867 19 37123 20 37379 20 37635 20 37891 21 38147 21 38403 22 38429 1 38659 22 38684 3 38915 22 38940 3 39171 22 39195 5 39427 22 39451 5 39683 23 39707 5 39939 23 39963 5 40195 29 40451 29 40707 29 40964 28 41220 28 41476 28 41732 28 41988 28 42245 27 42501 27 42757 27 43013 27 43270 26 43526 26 43782 26 44038 26 44295 25 44551 25 44808 24 45064 24 45320 24 45577 23 45833 23 46089 23 46346 23 46602 23 46858 24 47115 23 47371 24 47627 24 47883 24 48139 25 48395 25 48651 26 48908 25 49164 26 49420 26 49676 26 49932 26 50189 26 50445 26 50701 26 50957 14 50972 12 51214 12 51228 12 51470 13 51484 13 51726 13 51740 13 51983 26 52240 26 52496 26 52753 25 53010 25 53266 25 53523 25 53780 24 54037 24 54293 24 54550 24 54807 23 55063 24 55319 24 55576 24 55832 25 56089 24 56345 25 56602 24 56858 25 57114 25 57371 25 57627 25 57883 25 58140 25 58396 25 58652 25 58909 25 59165 25 59421 25 59678 24 59934 25 60191 24 60447 24 60703 25 60960 24 61216 25 61472 25 61729 25 61985 25 62242 24 62498 25 62755 24 63012 24 63268 24 63524 25 63556 2 63781 25 63811 3 64036 36 64292 36 64549 35 64805 35 65062 34
0999dab07b11bc85fb8464fc36c947fbd8b5d6ec49817361cb780659ca805eac,60931 1 61186 2 61442 2 61698 2 61954 2 62210 3 62466 3 62722 2 62978 2 63235 1 63491 1
0999dab07b11bc85fb8464fc36c947fbd8b5d6ec49817361cb780659ca805eac,12813 3 13068 5 13323 6 13578 8 13833 9 14089 9 14344 10 14600 10 14856 10 15112 10 15367 11 15623 11 15879 11 16134 12 16390 11 16646 11 16902 10 17159 9 17415 8 17671 8 17928 6 18184 6 18440 5 18697 3
0999dab07b11bc85fb8464fc36c947fbd8b5d6ec49817361cb780659ca805eac,60434 1 60689 2 60945 2 61201 2 61457 3 61713 3 61969 3 62225 2 62481 2 62737 2 62994 1
0999dab07b11bc85fb8464fc36c947fbd8b5d6ec49817361cb780659ca805eac,64017 2 64273 2 64530 1
0999dab07b11bc85fb8464fc36c947fbd8b5d6ec49817361cb780659ca805eac,3866 2 4121 4 4376 5 4632 5 4888 5 5144 6 5399 7 5655 7 5911 7 6167 7 6423 7 6679 7 6935 8 7191 8 7447 8 7703 8 7959 8 8215 7 8471 7 8727 7 8983 7 9239 7 9495 7 9751 6 10007 6 10263 6 10519 6 10776 4 11032 4 11289 2
0999dab07b11bc85fb8464fc36c947fbd8b5d6ec49817361cb780659ca805eac,14623 4 14878 6 15133 8 15389 8 15644 9 15900 9 16155 10 16411 10 16667 10 16923 10 17179 9 17435 9 17691 8 17947 8 18202 8 18458 8 18714 8 18970 7 19226 7 19482 6 19739 4 19995 4
0999dab07b11bc85fb8464fc36c947fbd8b5d6ec49817361cb780659ca805eac,23846 4 24101 6 24357 6 24612 8 24868 8 25124 8 25380 8 25636 8 25892 7 26148 7 26405 5 26662 3
0999dab07b11bc85fb8464fc36c947fbd8b5d6ec49817361cb780659ca805eac,5671 1 5926 2 6182 3 6438 3 6694 3 6950 4 7206 4 7462 4 7718 4 7974 4 8231 4 8487 4 8743 4 8999 4 9255 4 9511 4 9768 3 10024 3 10280 3 10536 3 10792 3 11049 2
0999dab07b11bc85fb8464fc36c947fbd8b5d6ec49817361cb780659ca805eac,32302 3 32557 4 32812 6 33068 6 33324 6 33580 7 33835 8 34091 8 34347 8 34603 8 34859 8 35115 8 35371 8 35627 8 35883 8 36139 8 36395 8 36651 8 36907 8 37164 7 37420 7 37676 6 37932 6 38188 6 38444 6 38701 5 38957 4 39213 4 39470 2
0999dab07b11bc85fb8464fc36c947fbd8b5d6ec49817361cb780659ca805eac,13376 2 13632 2 13887 3 14143 3 14399 4 14655 4 14911 4 15167 4 15424 3 15680 4 15936 4 16193 3 16449 3 16705 3 16961 4 17217 4 17474 3 17730 2
0999dab07b11bc85fb8464fc36c947fbd8b5d6ec49817361cb780659ca805eac,25413 1 25667 4 25922 6 26178 6 26433 7 26689 7 26945 7 27200 8 27456 8 27712 8 27967 9 28223 9 28479 9 28735 9 28991 9 29247 8 29503 8 29759 8 30015 7 30271 7 30527 7 30783 6 31039 6 31295 6 31551 6 31807 5 32063 5 32320 3 32577 1
0999dab07b11bc85fb8464fc36c947fbd8b5d6ec49817361cb780659ca805eac,47424 2 47679 4 47935 4 48191 5 48447 5 48703 5 48959 5 49215 5 49471 5 49727 5 49983 5 50239 6 50496 5 50752 5 51008 5 51265 4 51521 4 51777 4 52034 3
0999dab07b11bc85fb8464fc36c947fbd8b5d6ec49817361cb780659ca805eac,320 9 576 10 832 10 1088 11 1344 10 1601 8 1858 7 2114 8 2370 8 2627 6 2883 6 3140 5 3396 4 3654 2
0999dab07b11bc85fb8464fc36c947fbd8b5d6ec49817361cb780659ca805eac,56648 3 56903 6 57158 8 57414 9 57669 11 57925 11 58181 12 58437 12 58693 12 58949 12 59205 12 59461 12 59717 12 59974 10 60231 2
0999dab07b11bc85fb8464fc36c947fbd8b5d6ec49817361cb780659ca805eac,14413 1 14669 1 14925 2 15181 2 15437 2 15693 2 15950 1
0999dab07b11bc85fb8464fc36c947fbd8b5d6ec49817361cb780659ca805eac,45649 3 45903 7 46159 9 46414 10 46670 10 46926 10 47182 10 47438 11 47694 11 47950 11 48206 11 48462 11 48718 11 48975 10 49231 10 49487 10 49744 8 50000 8 50257 6 50514 5
0999dab07b11bc85fb8464fc36c947fbd8b5d6ec49817361cb780659ca805eac,342 1 596 5 852 6 1108 6 1365 5 1623 1
0999dab07b11bc85fb8464fc36c947fbd8b5d6ec49817361cb780659ca805eac,29531 3 29786 5 30042 5 30297 7 30553 7 30809 7 31065 7 31321 7 31577 7 31833 6 32089 6 32345 6 32601 5 32857 4
0999dab07b11bc85fb8464fc36c947fbd8b5d6ec49817361cb780659ca805eac,41307 3 41562 4 41818 5 42074 5 42329 6 42585 6 42841 6 43097 6 43353 6 43609 6 43865 6 44122 5 44378 5 44634 5 44890 4 45146 4 45403 2
0999dab07b11bc85fb8464fc36c947fbd8b5d6ec49817361cb780659ca805eac,45161 1 45416 3 45671 5 45927 5 46183 6 46438 7 46694 8 46950 8 47206 8 47462 9 47718 9 47974 9 48230 9 48486 9 48742 10 48998 10 49254 10 49511 9 49767 9 50023 9 50280 8 50536 8 50793 7 51049 7 51306 5 51562 5 51819 4
0999dab07b11bc85fb8464fc36c947fbd8b5d6ec49817361cb780659ca805eac,32621 2 32876 4 33132 4 33388 4 33643 6 33899 6 34155 6 34411 7 34667 7 34923 7 35179 7 35435 7 35691 7 35947 7 36203 7 36459 7 36715 7 36971 7 37227 6 37482 7 37738 7 37994 7 38250 7 38506 7 38762 7 39018 7 39274 7 39531 6 39787 6 40043 6 40299 5 40555 5 40812 4 41068 3
